33,47,17,213
33,70,17,204
33,71,9,208
33,74,15,289
33,74,16,263
34,40,17,296
34,42,15,238
34,43,14,222
34,43,15,209
34,44,14,214
34,45,9,212
34,45,14,231
34,52,19,257
34,53,18,222
34,73,16,229
35,40,16,210
35,41,17,216
35,42,15,207
35,42,16,215
35,43,15,217
35,43,16,261
35,43,17,215
35,44,15,222
35,67,14,211
35,72,15,202
35,72,16,219
35,73,16,215
35,75,17,207
35,76,16,233
36,44,15,206
36,45,15,203
36,72,13,268
36,72,14,213
36,72,15,279
36,72,16,209
36,73,15,254
36,73,16,220
37,42,14,242
37,72,13,245
37,73,17,223
37,76,16,211
39,49,8,204
39,49,17,244
39,63,17,265
39,64,17,203
40,72,15,214
40,73,14,216
41,56,19,257
41,73,14,235
42,55,20,226
43,53,21,237
43,58,18,256
44,48,13,205
44,58,18,204
45,45,14,214
45,55,20,202
45,63,13,343
45,63,14,207
46,54,8,406
47,53,19,217
47,54,8,201
47,64,20,228
47,66,18,211
48,48,19,218
48,48,20,360
48,49,19,226
48,49,20,309
48,50,20,212
48,51,20,212
48,68,19,215
48,71,18,208
49,44,15,245
49,44,17,201
49,47,14,214
49,47,20,204
49,48,20,256
49,49,20,241
49,87,14,203
50,44,16,203
50,45,18,211
50,45,21,211
50,46,15,220
50,46,18,222
50,47,19,224
50,48,18,210
50,50,13,211
50,52,18,209
50,55,24,224
50,66,19,211
50,69,17,207
50,69,19,232
50,69,20,201
50,71,17,204
51,40,16,202
51,46,19,201
51,47,19,265
51,48,18,208
51,48,19,204
51,49,20,207
51,63,21,212
51,65,16,220
51,66,19,238
51,68,17,231
51,68,19,211
51,69,16,210
51,69,17,247
51,71,16,226
51,71,17,205
51,71,18,209
51,72,17,281
52,44,17,214
52,47,17,224
52,47,20,209
52,48,18,204
52,48,19,212
52,48,20,274
52,49,19,223
52,50,17,206
52,51,20,232
52,52,20,208
52,53,18,449
52,53,19,272
52,54,18,387
52,54,19,295
52,64,14,201
52,65,19,208
52,65,20,244
52,66,18,202
52,67,17,227
52,69,17,205
52,70,21,213
53,46,19,217
53,47,16,205
53,47,19,211
53,47,20,211
53,48,20,330
53,49,17,204
53,49,18,201
53,49,21,256
53,50,13,204
53,50,21,313
53,51,20,224
53,52,19,221
53,53,13,222
53,53,20,215
53,54,19,252
53,63,20,219
53,63,21,219
53,64,15,203
53,64,20,225
53,64,22,223
53,66,19,204
53,66,20,209
53,67,18,203
53,67,19,203
53,67,21,202
53,68,16,204
53,68,19,210
53,71,18,206
53,72,15,207
54,46,18,205
54,49,21,220
54,50,18,203
54,50,19,207
54,51,18,201
54,51,20,391
54,51,22,202
54,52,19,202
54,52,20,261
54,52,22,227
54,53,20,283
54,56,20,210
54,61,21,220
54,63,13,228
54,63,20,271
54,63,21,248
54,63,22,264
54,64,14,202
54,64,22,214
54,65,20,211
54,69,17,215
54,71,16,220
54,71,17,254
54,72,17,202
55,42,23,208
55,46,17,208
55,47,19,218
55,48,21,217
55,48,22,261
55,49,20,253
55,50,21,210
55,51,13,213
55,51,19,245
55,51,20,374
55,51,21,262
55,51,22,210
55,52,13,203
55,52,19,223
55,52,20,221
55,53,19,212
55,53,20,244
55,62,20,228
55,63,12,206
55,63,19,213
55,65,19,226
55,68,17,206
55,69,18,207
56,45,18,213
56,46,18,255
56,47,18,223
56,47,19,227
56,48,21,265
56,49,20,217
56,51,21,224
56,52,20,206
56,52,22,221
56,53,22,224
56,55,21,224
56,55,22,201
56,56,22,212
56,63,20,255
56,63,21,233
56,63,22,211
56,64,20,248
56,64,21,216
56,65,21,211
56,66,20,222
56,67,18,215
56,67,20,213
56,68,18,209
56,69,15,209
56,70,16,202
56,72,16,249
56,73,15,213
56,74,16,209
57,45,17,208
57,48,21,279
57,48,23,216
57,49,21,270
57,50,21,220
57,50,23,246
57,51,21,222
57,51,23,213
57,52,23,237
57,53,20,227
57,53,21,204
57,54,8,213
57,54,19,204
57,54,20,205
57,56,19,220
57,60,18,210
57,60,20,206
57,62,20,205
57,62,22,209
57,63,20,221
57,63,21,228
57,63,22,228
57,64,20,219
57,64,21,215
57,65,19,233
57,65,21,210
57,66,20,203
57,66,22,223
57,67,19,203
57,67,20,202
57,67,21,249
57,68,20,265
57,69,19,205
57,70,19,209
58,47,18,208
58,47,19,228
58,48,17,213
58,48,22,208
58,49,18,201
58,49,20,220
58,49,22,205
58,49,23,251
58,50,17,201
58,50,21,220
58,50,22,248
58,50,23,256
58,51,20,214
58,51,21,212
58,51,22,228
58,51,23,209
58,52,19,208
58,52,20,203
58,52,21,202
58,53,19,266
58,53,20,223
58,53,21,214
58,53,23,205
58,54,19,346
58,55,22,203
58,62,19,225
58,63,20,210
58,63,21,201
58,63,23,202
58,67,21,250
58,68,17,234
58,70,18,204
58,71,16,207
58,71,17,236
58,72,16,201
59,44,17,209
59,49,21,238
59,49,22,203
59,50,17,232
59,50,21,340
59,50,22,376
59,51,23,207
59,52,19,213
59,52,20,332
59,52,21,226
59,54,18,204
59,55,21,230
59,56,18,257
59,63,21,206
59,65,20,257
59,65,21,219
59,66,21,206
59,66,22,205
59,68,19,202
60,47,19,214
60,48,19,224
60,49,21,203
60,49,23,227
60,50,21,210
60,50,22,248
60,52,20,205
60,52,21,234
60,52,23,207
60,53,21,251
60,54,22,256
60,54,23,206
60,59,21,201
60,62,22,212
60,63,19,208
60,66,20,217
60,66,22,213
60,67,21,235
60,70,15,222
61,42,15,210
61,43,16,226
61,49,21,224
61,49,24,203
61,50,21,208
61,50,23,204
61,51,18,206
61,51,19,211
61,52,23,296
61,52,24,223
61,53,20,313
61,53,22,322
61,53,23,236
61,54,20,230
61,54,22,278
61,54,23,210
61,56,20,228
61,61,22,216
61,64,22,207
61,65,22,210
61,66,19,202
61,66,20,224
62,49,23,205
62,50,20,205
62,51,17,210
62,51,20,226
62,52,20,225
62,53,18,202
62,53,21,208
62,53,22,260
62,54,19,237
62,54,20,209
62,54,22,244
62,55,23,203
62,56,21,209
62,62,19,203
62,63,20,217
62,63,21,211
62,65,17,206
62,65,19,206
62,66,24,232
62,67,19,207
62,67,20,214
62,72,13,201
62,72,14,209
63,43,14,225
63,46,14,205
63,47,19,203
63,48,17,203
63,48,18,203
63,48,19,216
63,49,23,220
63,49,24,217
63,51,20,217
63,53,18,212
63,53,19,203
63,53,20,241
63,53,21,242
63,53,23,242
63,53,24,207
63,54,20,237
63,54,23,219
63,55,22,237
63,57,27,223
63,61,23,220
63,62,23,236
63,63,16,219
63,63,22,217
63,63,23,204
63,64,22,207
63,64,23,220
63,65,14,202
63,65,18,206
63,65,19,213
63,65,21,204
63,65,22,203
63,65,23,246
63,65,24,207
63,66,19,209
63,66,20,201
63,66,22,219
63,66,24,214
63,67,23,212
63,67,24,229
63,68,19,206
63,71,14,204
63,73,15,202
64,43,14,201
64,48,14,269
64,48,19,213
64,48,20,209
64,49,12,221
64,49,18,228
64,50,14,204
64,50,18,204
64,50,19,201
64,50,23,206
64,51,14,201
64,51,17,224
64,51,23,210
64,52,20,229
64,52,21,209
64,52,22,223
64,52,23,210
64,53,14,209
64,53,18,208
64,53,23,220
64,54,19,226
64,54,21,238
64,54,22,204
64,54,23,238
64,54,24,244
64,55,18,209
64,55,21,209
64,57,17,211
64,57,21,246
64,59,27,203
64,62,20,208
64,63,17,206
64,63,21,204
64,64,12,211
64,64,14,206
64,64,20,204
64,64,24,224
64,65,23,220
64,65,24,395
64,65,25,201
64,66,14,204
64,66,23,207
64,66,24,215
64,67,24,213
64,68,20,214
64,70,16,208
64,72,15,211
65,45,17,202
65,45,18,213
65,47,19,209
65,48,19,215
65,48,20,595
65,49,19,207
65,49,20,390
65,50,20,244
65,50,21,204
65,51,13,202
65,51,14,254
65,51,17,202
65,51,21,207
65,51,22,216
65,51,23,241
65,52,14,218
65,52,20,230
65,52,22,209
65,52,23,240
65,52,24,224
65,52,25,204
65,53,19,219
65,53,22,217
65,53,23,233
65,54,19,202
65,54,20,205
65,54,21,226
65,55,19,203
65,55,20,227
65,55,21,208
65,62,14,203
65,62,20,245
65,64,14,227
65,64,23,205
65,65,15,206
65,65,20,259
65,66,17,222
65,66,20,215
65,66,21,201
65,67,14,214
65,67,20,224
65,67,23,203
65,68,18,240
65,68,20,206
65,69,17,203
65,70,16,202
65,71,18,206
65,72,13,210
65,75,14,214
66,43,13,215
66,48,20,203
66,49,23,203
66,50,21,204
66,50,22,201
66,51,14,226
66,51,21,235
66,51,22,203
66,51,24,224
66,51,25,206
66,52,22,281
66,52,23,226
66,52,24,214
66,53,18,248
66,53,19,208
66,53,20,243
66,54,21,228
66,54,23,210
66,54,24,235
66,55,19,223
66,55,21,238
66,55,22,219
66,62,21,204
66,63,22,242
66,64,14,236
66,65,23,253
66,66,19,222
66,66,20,202
66,66,25,216
66,67,18,206
66,68,19,213
66,72,17,204
67,42,16,224
67,42,17,216
67,43,16,216
67,48,19,206
67,48,20,210
67,49,18,224
67,50,20,218
67,50,21,225
67,51,20,217
67,51,24,238
67,51,25,211
67,52,22,237
67,53,21,215
67,53,23,211
67,53,24,201
67,54,21,249
67,54,24,220
67,56,22,224
67,62,19,218
67,64,20,201
67,65,19,202
67,65,20,201
67,65,22,211
67,67,22,234
67,68,17,212
67,68,20,208
67,72,13,209
68,42,17,215
68,47,17,220
68,48,19,216
68,48,20,206
68,49,16,204
68,50,19,207
68,51,24,208
68,52,20,203
68,54,20,212
68,54,21,215
68,55,20,239
68,56,19,251
68,56,20,222
68,63,15,213
68,64,13,211
68,65,23,201
68,65,25,212
68,67,17,204
68,67,20,214
68,68,18,212
69,47,20,233
69,48,14,235
69,49,13,206
69,49,22,204
69,49,24,202
69,49,25,206
69,50,19,219
69,50,21,206
69,51,19,226
69,51,21,215
69,53,24,238
69,54,21,208
69,54,22,211
69,56,19,274
69,58,28,225
69,62,25,230
69,65,23,225
69,66,19,215
69,67,25,206
69,68,16,226
69,68,17,225
69,69,17,217
69,72,15,235
70,45,12,208
70,47,18,221
70,47,19,208
70,48,9,217
70,48,10,233
70,48,11,214
70,49,12,258
70,49,13,217
70,50,17,201
70,50,23,211
70,51,21,202
70,52,21,210
70,53,20,201
70,53,22,219
70,54,18,219
70,54,20,214
70,54,23,201
70,54,24,219
70,58,28,228
70,62,22,212
70,62,25,205
70,64,12,220
70,64,23,214
70,65,17,220
70,65,19,216
70,66,19,207
70,67,22,222
70,67,24,222
70,67,25,212
70,68,22,203
71,46,20,208
71,49,16,202
71,49,20,201
71,49,24,211
71,50,22,255
71,52,21,203
71,52,22,204
71,53,12,236
71,53,20,202
71,53,21,223
71,53,24,228
71,55,24,202
71,56,18,203
71,61,20,207
71,61,22,205
71,63,23,229
71,64,23,215
71,65,20,208
71,65,24,208
71,67,25,201
71,69,16,201
71,70,16,214
71,79,10,204
72,46,12,232
72,46,18,212
72,48,11,203
72,48,19,201
72,49,21,204
72,49,25,203
72,50,19,227
72,50,20,217
72,50,22,224
72,51,19,219
72,52,20,210
72,52,25,201
72,53,22,212
72,53,23,213
72,53,25,221
72,55,21,204
72,63,22,232
72,63,23,211
72,64,12,210
72,64,19,227
72,64,22,218
72,65,20,232
72,66,21,221
72,67,23,209
72,68,20,208
72,68,21,219
72,68,23,217
72,69,17,217
72,70,16,210
72,70,17,205
72,71,17,206
72,71,18,261
72,72,17,221
73,46,17,207
73,48,11,211
73,48,20,218
73,49,22,208
73,50,19,222
73,53,18,216
73,53,24,202
73,54,19,201
73,55,21,225
73,62,18,207
73,62,23,228
73,65,12,225
73,65,14,219
73,65,22,228
73,67,17,210
73,67,23,202
73,68,21,215
73,69,16,211
74,47,12,202
74,48,11,209
74,48,12,271
74,48,17,202
74,48,25,217
74,49,12,219
74,49,25,218
74,50,17,226
74,50,20,209
74,50,23,217
74,53,22,210
74,55,20,250
74,55,22,216
74,56,19,202
74,63,12,210
74,64,13,216
74,64,23,209
74,66,25,224
74,67,19,217
74,67,20,206
74,67,23,254
74,68,21,221
75,48,11,231
75,48,12,208
75,49,23,205
75,50,24,211
75,51,20,201
75,51,24,208
75,52,12,201
75,52,13,205
75,53,22,231
75,54,19,207
75,54,22,210
75,63,12,219
75,63,21,202
75,63,23,235
75,64,13,235
75,64,20,212
75,66,22,223
75,74,15,408
75,74,16,296
76,44,13,201
76,46,20,205
76,46,22,204
76,47,14,201
76,48,13,212
76,48,14,215
76,48,20,220
76,48,22,221
76,49,13,212
76,49,20,205
76,49,22,207
76,49,25,201
76,50,13,225
76,50,17,202
76,51,12,210
76,51,25,272
76,51,26,227
76,52,11,276
76,52,12,233
76,52,25,267
76,53,12,209
76,61,19,201
76,62,20,204
76,64,20,210
76,64,23,203
76,64,24,205
76,65,14,227
76,65,15,201
76,66,20,203
76,69,24,376
76,70,12,285
76,70,13,244
76,71,12,208
76,74,25,258
77,46,22,217
77,47,12,258
77,47,13,202
77,47,14,238
77,47,19,201
77,48,12,229
77,48,13,223
77,48,14,258
77,48,21,213
77,49,13,211
77,49,14,303
77,49,25,210
77,50,21,217
77,50,22,202
77,50,23,233
77,50,25,223
77,51,12,201
77,52,11,215
77,52,12,227
77,53,12,301
77,53,13,215
77,62,23,205
77,64,23,287
77,64,24,237
77,65,14,278
77,65,23,223
77,66,14,246
77,66,21,201
77,67,14,235
77,67,25,271
77,69,24,285
77,69,26,206
77,70,12,226
77,71,21,214
77,71,24,219
77,84,14,212
78,35,13,226
78,40,12,208
78,42,12,213
78,43,12,223
78,44,12,236
78,45,12,221
78,45,21,206
78,46,12,203
78,46,21,280
78,47,14,250
78,47,23,208
78,47,24,227
78,47,25,204
78,48,23,297
78,49,23,307
78,49,24,215
78,50,23,252
78,50,24,210
78,52,11,201
78,53,12,220
78,54,20,206
78,58,10,202
78,60,11,245
78,63,14,256
78,64,22,208
78,64,25,202
78,66,14,231
78,66,21,208
78,66,24,230
78,67,14,282
78,67,15,237
78,67,22,211
78,67,23,225
78,68,13,207
78,68,24,264
78,71,18,217
78,71,24,359
78,74,19,202
78,98,7,224
78,98,8,223
78,104,8,213
79,40,12,215
79,42,12,225
79,42,13,203
79,43,12,278
79,43,13,206
79,46,24,203
79,47,24,208
79,48,25,225
79,49,19,204
79,51,24,206
79,52,11,238
79,52,12,382
79,53,11,286
79,53,12,249
79,54,11,201
79,54,25,202
79,60,11,207
79,66,20,274
79,67,13,277
79,67,14,214
79,67,22,209
79,67,23,224
79,68,21,261
79,68,22,203
79,69,26,203
79,70,19,205
79,70,23,201
79,98,22,236
80,42,11,251
80,43,12,257
80,47,14,210
80,48,25,205
80,48,26,255
80,50,22,209
80,51,13,212
80,52,12,245
80,52,23,208
80,54,10,259
80,54,11,203
80,65,22,216
80,68,21,214
80,69,25,208
80,69,26,201
80,70,21,206
80,72,18,209
80,72,27,212
80,77,15,212
80,98,22,226
81,44,22,218
81,44,23,235
81,45,21,217
81,48,25,209
81,48,26,304
81,49,22,209
81,49,24,214
81,50,13,222
81,50,21,203
81,50,22,220
81,51,22,211
81,51,25,231
81,58,10,201
81,61,12,204
81,67,25,253
81,70,14,239
81,70,22,226
81,71,14,218
81,71,23,205
81,72,20,210
81,106,8,219
81,107,9,203
82,41,20,203
82,44,22,213
82,45,21,204
82,45,22,215
82,46,15,203
82,46,22,247
82,46,23,203
82,48,11,205
82,49,25,209
82,50,22,219
82,50,24,207
82,54,11,204
82,63,23,206
82,69,26,207
82,70,21,202
82,70,22,205
82,72,25,209
82,86,13,226
83,42,20,206
83,45,20,214
83,45,21,212
83,45,25,219
83,47,22,208
83,47,23,208
83,48,23,221
83,49,25,201
83,53,12,293
83,53,13,201
83,58,12,201
83,59,12,207
83,70,21,210
83,70,25,220
83,71,21,212
83,71,22,207
84,43,20,210
84,45,21,225
84,46,25,211
84,48,20,207
84,48,27,202
84,50,23,202
84,51,25,230
84,53,11,204
84,55,10,209
84,59,13,269
84,68,24,202
84,70,24,219
84,72,22,201
84,72,26,222
84,73,26,202
84,79,17,208
85,27,15,251
85,40,13,217
85,40,18,227
85,44,18,259
85,44,25,209
85,45,19,204
85,47,22,202
85,50,22,204
85,50,23,232
85,52,25,208
85,55,10,252
85,61,19,225
85,68,24,226
85,70,25,227
85,74,24,202
85,78,20,213
86,25,14,216
86,26,14,205
86,42,19,207
86,45,24,225
86,45,25,221
86,51,23,202
86,53,12,221
86,55,10,214
86,68,24,218
86,74,21,205
86,74,22,222
87,35,19,208
87,39,20,201
87,40,22,208
87,40,24,210
87,42,19,321
87,43,19,244
87,43,25,203
87,46,24,202
87,49,24,202
87,55,10,213
87,68,24,202
87,70,24,203
87,74,20,221
87,75,26,243
88,39,24,220
88,41,24,232
88,42,19,225
88,43,24,211
88,55,10,253
88,82,21,227
89,72,21,228
89,73,21,206
89,76,24,204
89,82,21,234
90,38,27,246
90,42,21,201
90,44,26,221
90,72,23,210
90,106,7,219
91,41,24,216
91,74,24,209
92,30,16,220
92,42,23,201
92,43,23,242
92,43,25,202
92,44,15,255
92,77,26,243
92,98,12,217
93,55,9,211
93,55,10,222
93,56,9,265
93,57,8,220
93,58,9,242
93,59,9,201
94,56,8,203
94,58,9,201
94,106,5,236
95,22,17,258
95,35,20,241
95,36,24,302
95,87,20,214
95,88,20,222
95,88,21,488
95,93,23,201
96,22,17,223
96,25,23,262
96,35,20,288
96,79,23,278
96,88,20,264
96,88,21,461
96,89,17,209
96,90,17,212
97,25,23,302
97,26,23,360
97,29,17,226
97,50,13,201
97,79,23,671
97,79,24,266
97,95,16,241
98,58,9,217
98,93,16,267
98,94,15,207
99,28,21,215
100,87,17,211
100,87,21,270
100,87,22,212
101,84,23,221
101,84,24,262
101,98,16,215
101,98,17,211
102,44,24,216
102,55,10,203
102,93,21,220
105,67,26,202
105,71,26,227
105,72,26,243
105,73,26,212
106,39,27,215
106,68,26,203
106,70,29,204
106,77,25,201
106,77,27,204
107,42,27,207
108,40,26,210
110,69,26,208
110,74,25,230
111,66,28,205
111,70,24,204
113,72,20,208
117,72,21,201
118,17,20,264
119,82,26,207
120,92,14,252
121,52,27,201
121,67,27,208
121,69,27,215
121,69,28,250
121,70,21,209
121,71,27,226
121,78,23,211
122,36,25,259
122,69,27,224
124,42,23,311
124,73,25,203
125,40,24,216
125,73,24,204
130,44,24,216
130,44,25,235
130,44,26,207
130,45,24,217
130,45,25,219
131,44,23,247
131,44,24,258
133,73,25,206
138,69,25,215
138,69,26,220
138,70,26,244
139,65,25,202
139,67,25,211
139,68,25,298
139,68,26,266
139,69,25,204
139,69,26,202
139,70,25,231
140,47,25,246
140,47,26,230
140,48,25,214
140,48,26,281
140,49,26,229
140,50,26,237
140,52,25,212
140,67,25,296
140,68,25,203
140,69,25,219
141,46,25,231
141,47,25,233
141,48,26,214
141,49,25,202
141,69,24,202
141,70,25,225
141,71,24,237
142,46,25,236
142,47,25,220
142,85,24,216
143,67,26,207
144,66,26,221
144,67,26,210
145,49,29,232
145,67,28,270
146,68,28,204
146,69,26,202
147,67,27,201
147,68,27,211
147,69,25,208
148,66,26,216
148,74,25,218
148,74,26,208
149,68,27,204
149,73,26,240
149,81,27,248
150,63,27,212
150,69,26,201
150,75,25,231
151,63,29,236
152,44,27,203
152,44,28,217
152,45,27,226
152,45,28,255
152,63,24,210
152,63,28,213
152,68,28,211
152,69,28,225
152,72,27,205
153,43,28,263
153,44,27,224
153,44,28,634
153,45,28,214
153,46,27,227
153,68,28,223
153,70,28,205
154,36,28,202
154,39,26,206
154,43,27,222
154,68,28,248
156,67,26,210
156,73,28,206
157,71,27,216
157,73,29,315
158,35,27,296
158,35,28,202
158,54,24,205
158,71,29,213
158,77,27,266
159,34,27,217
159,42,29,213
159,54,23,214
160,40,28,231
160,42,29,202
161,40,28,224
161,53,25,201
162,53,22,203
162,76,28,213
163,52,26,205
164,50,26,213
173,77,18,204
177,52,28,202
178,52,28,250
178,52,29,218
